id,event,Mw,PGA,GWT,y,profile,crit_FS,crit_depth,qc1Ncs_crit,Ic_crit,sev_crit,n_liq_layers,LPI,crit_FS_capped,log_LPI
184090U054,Emilia,6.1,0.19,4.9,0,measured,1.0908513467172183,7.49,92.75550727351595,2.5999149730784548,109.35961948758201,655,0.0,1.0908513467172183,0.0
184090U055,Emilia,6.1,0.23,3.4,0,measured,0.6795918365046184,15.3,77.58185328818804,2.5841172810168986,161.32028910317675,237,0.9545595174401671,0.6795918365046184,0.6701648572787507
185130B501,Emilia,6.1,0.59,3.0,1,measured,0.22188218995429787,7.87,64.96955125965384,1.788042417871887,88.05145694102248,386,17.11637955496893,0.22188218995429787,2.8968164768417313
185130B502,Emilia,6.1,0.6,3.0,1,measured,0.19976397182164504,8.84,60.24547438740545,1.8958330067964193,86.11254652200836,582,26.641010901199124,0.19976397182164504,3.319300572080124
185130B503,Emilia,6.1,0.59,3.0,1,measured,0.19172625677282643,11.27,53.30033583568977,1.7902016825514755,106.46631611334716,605,25.7737099401466,0.19172625677282643,3.2874204336659165
185130B504,Emilia,6.1,0.59,3.0,1,measured,0.191170611987119,10.98,51.015250510067624,1.8043333819719618,109.48915584934969,603,22.23263061775979,0.191170611987119,3.145557782633479
185130U006,Emilia,6.1,0.73,3.0,0,measured,0.19580409681417427,13.030000000000001,77.44377696404888,2.5827432058453397,124.33264882051233,91,2.508292292791677,0.19580409681417427,1.255129392815289
185130U022,Emilia,6.1,0.58,1.8,0,measured,0.21936730830921475,10.01,80.49151889204526,2.5531722680893085,84.67818400341955,235,10.255042962057788,0.21936730830921475,2.420816291504479
185130U505,Emilia,6.1,0.6,5.0,1,measured,0.25631934984338706,11.12,70.97155477985181,1.8492920650921325,125.55158588164382,350,11.941420536413228,0.25631934984338706,2.560433061750236
185130U506,Emilia,6.1,0.6,4.84,1,measured,0.23642435197260947,9.870000000000001,60.112053233442495,1.8439445574459299,119.74874658910926,441,16.662565012345144,0.23642435197260947,2.8714474288160523
185130U507,Emilia,6.1,0.6,5.16,1,measured,0.2530843618648,9.32,64.73289055709022,2.429039213709034,115.5709861129558,401,14.077291673873056,0.2530843618648,2.713189749227025
185130U508,Emilia,6.1,0.59,4.22,1,measured,0.22801539766167075,9.950000000000001,58.66397810833749,1.7246206528133303,118.01383525344573,294,10.664640035587313,0.22801539766167075,2.4565620464963867
185130U509,Emilia,6.1,0.59,2.37,0,measured,0.20409858309515044,8.46,66.09955990736836,1.8339686697789315,81.58563705369372,735,36.974726273691665,0.20409858309515044,3.636920840389806
185130U510,Emilia,6.1,0.59,5.23,0,measured,0.25434091706552886,12.08,64.98136180149011,1.9773735135101203,144.14835225221788,251,8.119014194287681,0.25434091706552886,2.210361705512186
185130U511,Emilia,6.1,0.59,4.65,0,measured,0.25436761942098923,9.63,69.85466086962627,2.5941573881766296,108.03673248572207,234,8.005347980718867,0.25436761942098923,2.19781862093725
185130U512,Emilia,6.1,0.58,4.4,1,measured,0.2506590571844636,10.84,69.24752749371049,1.8191798844370526,118.04075297066686,384,13.465614494839766,0.2506590571844636,2.671774419021794
185130U513,Emilia,6.1,0.58,4.18,1,measured,0.2343503540024756,11.459999999999999,63.80704995074449,1.8070580660901403,119.87528541490363,513,19.955300767618844,0.2343503540024756,3.0423916342980752
185130U514,Emilia,6.1,0.58,4.55,1,measured,0.2445061628529085,12.0,65.18985771302737,1.9179315844032345,129.59709297295865,532,19.482406109075132,0.2445061628529085,3.0195662790650757
185140B001,Emilia,6.1,0.54,2.0,0,measured,0.29846582632401786,16.07,91.46331049670549,2.531313411348978,139.87602749140285,98,2.7308108805994564,0.29846582632401786,1.3166256042916045
185140U002,Emilia,6.1,0.53,2.3,0,measured,0.22004033007707896,15.16,56.66119710806412,1.801885082321207,131.51762817164663,499,8.746078673182666,0.22004033007707896,2.276865016744845
185140U003,Emilia,6.1,0.54,3.6,0,measured,0.3022962815634311,16.0,83.9925945420419,2.0974154775902685,151.68998201602597,61,0.9890929969657036,0.3022962815634311,0.6876787544176899
185140U004,Emilia,6.1,0.54,3.3,0,measured,0.2792487956736254,15.69,77.40357604946078,2.5390103787785265,148.05409165551265,68,1.1414452992370498,0.2792487956736254,0.7614809745469854
185140U005,Emilia,6.1,0.56,4.9,0,measured,0.2852277273156621,10.51,74.50744383832763,2.5683701103006658,124.45825341807299,12,0.5043305540706764,0.2852277273156621,0.40834798467051187
203010U001,Emilia,6.1,0.65,4.0,1,measured,0.23216439207330114,10.9,73.92461067513022,2.139124434320296,126.64482494787696,422,16.145640961208176,0.23216439207330114,2.841743969946811
203010U002,Emilia,6.1,0.65,4.9,1,measured,0.2561001753103367,9.26,75.62954020834962,2.3818539279706203,122.87203166796337,410,15.571031998651026,0.2561001753103367,2.807656110648811
203010U005,Emilia,6.1,0.66,2.4,1,measured,0.19605142298748013,6.53,70.90577483910964,2.490722302888813,64.48816095243433,171,10.067448761437138,0.19605142298748013,2.4040082559714397
203010U006,Emilia,6.1,0.65,2.4,1,measured,0.19904936218968777,6.33,69.87871987037028,2.5745830330083934,63.5156993450911,121,7.101448476069794,0.19904936218968777,2.0920428698973983
203010U509,Emilia,6.1,0.72,1.9,0,measured,0.17565953891955335,10.5,75.9097962604194,2.529448793871988,94.93910180271216,125,7.412487275174482,0.17565953891955335,2.129717182360428
203020U095,Emilia,6.1,0.48,4.5,1,measured,0.29082158772226213,9.69,61.45035083070973,1.8021844706463017,113.20767907769424,551,13.38133934501786,0.29082158772226213,2.6659314873866986
203020U096,Emilia,6.1,0.48,1.6,1,measured,0.2248419657076184,10.540000000000001,61.8578313432956,1.8005606348726564,90.99289490770074,550,14.229592386959448,0.2248419657076184,2.723240402724845
203020U097,Emilia,6.1,0.5,2.05,0,measured,0.2502037991908623,9.0,73.20472379428739,2.5543583172042745,85.49560244266557,626,11.14118646496908,0.2502037991908623,2.4966035127314457
203020U098,Emilia,6.1,0.5,1.9,0,measured,0.25793223783030844,17.1,67.80281111560227,1.8292948826539015,140.88260898111344,199,2.6127469446280154,0.25793223783030844,1.2844684094767604
203020U099,Emilia,6.1,0.51,1.8,0,measured,0.22312155644704473,15.96,57.16940474909041,1.7646691379702655,129.60610865997972,325,8.689686288901827,0.22312155644704473,2.2710620506522683
CPTU1emilia,Emilia,6.1,0.6,3.0,1,measured,0.21999843207729464,11.11,71.12871223787721,1.8177496744567978,106.2329535508402,543,22.712057173186228,0.21999843207729464,3.165983660260661
Site191_CPT_01,Illapel 2015,8.3,0.15,1.0,0,measured,0.6645075385155134,4.46,70.78977447833338,1.8008029456020058,46.259840438553326,543,0.3700864588942992,0.6645075385155134,0.3148738465307347
Site191_CPT_02,Illapel 2015,8.3,0.15,1.0,0,measured,0.734142131054916,2.14,63.82397915403605,2.5797935857405925,21.242072423842917,483,1.287156305203962,0.734142131054916,0.8273092577878498
Site191_CPT_03,Illapel 2015,8.3,0.15,1.0,0,measured,0.7430775888460801,3.6,80.92158412963899,1.9284119870656926,36.51280155085222,414,1.0699535595146819,0.7430775888460801,0.7275261720085471
Site195_CPT_01,Illapel 2015,8.3,0.15,0.5,0,measured,0.7307319401343998,10.06,103.48588351768757,1.7976378245282711,97.59940378668861,949,0.49804140022809373,0.7307319401343998,0.40415852171453054
Site195_CPT_02,Illapel 2015,8.3,0.15,0.5,0,measured,0.5850494756848562,15.92,76.14047869226877,1.8806802041190345,147.41443759649454,923,0.5424867290148032,0.5850494756848562,0.43339587320435174
Site195_CPT_03,Illapel 2015,8.3,0.15,0.5,0,measured,0.6070756684246993,6.26,77.6300036709239,1.8438948088221714,57.682784908096366,949,0.5234840347405503,0.6070756684246993,0.4209998400585903
Mataquito Bridge_CPT_01,Maule 2019,6.6,0.14,2.5,0,measured,0.9921329209846378,4.75,68.3104430728144,2.189229999272209,60.49451812706745,109,0.002999323874606832,0.9921329209846378,0.002994834876487355
Mataquito Bridge_CPT_02,Maule 2019,6.6,0.14,2.5,0,measured,1.153178964976076,2.6,53.60874941907282,1.7918789783102944,44.382446118185804,126,0.0,1.153178964976076,0.0
Mataquito Bridge_CPT_03,Maule 2019,6.6,0.14,2.5,0,measured,0.9731943248308095,4.55,64.38239852076633,1.7944693954832165,58.43654377209445,140,0.010353692034099802,0.9731943248308095,0.01030045968368683
Mataquito Bridge_CPT_04,Maule 2019,6.6,0.14,3.4,0,measured,0.9717055296340184,5.05,55.72236309896725,1.8181079316155249,63.194465030742464,104,0.010575058299285605,0.9717055296340184,0.010519533479370747
Mataquito Bridge_CPT_05,Maule 2019,6.6,0.14,5.2,0,measured,1.01532485536033,7.05,52.93776045513351,1.7712716484637658,97.26187314336845,45,0.0,1.01532485536033,0.0
Mataquito Bridge_CPT_07,Maule 2019,6.6,0.14,2.5,0,measured,0.9909705882187304,7.55,80.11564763221801,2.546950686410543,89.63612802590217,81,0.004837022420038197,0.9909705882187304,0.004825361614359903
Mataquito Bridge_CPT_08,Maule 2019,6.6,0.14,2.5,0,measured,1.268289403029058,3.4,79.7327268428846,2.3630249726913783,52.710860931036486,80,0.0,1.268289403029058,0.0
